Commune;Code département;DMAJ;INSEE;Région;Département;Commune 1;Appellation courante;Adresse 1;Siècle;Date de protection;Précision protection;Auteur;Statut;Description;Historique;Affectataire;Adresse;Précision Localisation;Référence;Contact;Longitude;Latitude;coordonnees
Pfaffenhoffen;67;2022-07-20;67372;Grand Est;Bas-Rhin;Pfaffenhoffen;Mairie;rue du Marché;"3e quart 16e siècle;1er quart 19e siècle";1935/04/25 : inscrit MH;Façade sur la rue : inscription par arrêté du 25 avril 1935;;;;;;"Docteur-Schweitzer (rue du) 17 ; anciennement Marché (rue du)";Anciennement région de : Alsace;PA00084893;mediatheque.patrimoine@culture.gouv.fr;7.61099927698161;48.8448997392954;48.8448997392954,7.61099927698161
Roeschwoog;67;2022-07-20;67405;Grand Est;Bas-Rhin;Roeschwoog;Banc-reposoir dit banc du Roi de Rome, entre Roppenheim et Roeschwoog;R.N. 63;1er quart 19e siècle;1984/12/28 : inscrit MH;Le banc-reposoir : inscription par arrêté du 28 décembre 1984;;;;Initiative du préfet Lezay Marnesia.;ministère chargé de l'équipement;"R.N. 63 ; entre Roppenheim et Roeschwoog";Anciennement région de : Alsace;PA00084905;mediatheque.patrimoine@culture.gouv.fr;8.04527322699047;48.8340975481052;48.8340975481052,8.04527322699047
Wingen;67;2022-07-20;67537;Grand Est;Bas-Rhin;Wingen;Château de Loewenstein;;12e siècle;1898/12/06 : classé MH;Château de Loewenstein (ruines) : classement par arrêté du 6 décembre 1898;;;;Ce château a été détruit en 1387.;ministère chargé de l'agriculture;;Anciennement commune de : LEMBACH. Anciennement région de : Alsace;PA00085241;mediatheque.patrimoine@culture.gouv.fr;7.78628437952164;49.0535367977633;49.0535367977633,7.78628437952164
Waldhambach;67;2022-07-27;67514;Grand Est;Bas-Rhin;Waldhambach;Thermes gallo-romains (également sur commune de Mackwiller);;Gallo-romain;1930/02/16 : classé MH;Eglise et croix de cimetière : inscription par arrêté du 30 mars 1944;;;;;;;Oeuvre située en partie sur la commune : Mackwiller. Anciennement région de : Alsace;PA00085209;mediatheque.patrimoine@culture.gouv.fr;;;
Strasbourg;67;2022-03-28;67482;Grand Est;Bas-Rhin;Strasbourg;Ancien Hôtel des Joham de Mundolsheim;15 rue des Juifs;"14e siècle;15e siècle;16e siècle;17e siècle";"1985/11/15 : inscrit MH ; 1989/03/01 : classé MH";Eglise (cad. AL 12) : classement par arrêté du 13 septembre 1984;;;;Peintures polychromes du Moyen-Age ou de la Renaissance (fin 15e siècle-début 16e siècle).;;Juifs (rue des) 15;Anciennement région de : Alsace;PA00085062;mediatheque.patrimoine@culture.gouv.fr;7.75246424682605;48.5835101099496;48.5835101099496,7.75246424682605
Strasbourg;67;2022-03-28;67482;Grand Est;Bas-Rhin;Strasbourg;Maison;4 quai de la Bruche;4e quart 16e siècle;1931/04/29 : inscrit MH;La façade et le clocher : classement par arrêté du 16 février 1903;;;;;;Bruche (quai de la) 4;Anciennement région de : Alsace;PA00085095;mediatheque.patrimoine@culture.gouv.fr;7.73913934299113;48.5809914906931;48.5809914906931,7.73913934299113
Strasbourg;67;2022-03-28;67482;Grand Est;Bas-Rhin;Strasbourg;Maison Saré;17 rue du Dôme;3e quart 18e siècle;1927/07/29 : classé MH;"Lanterne des morts : classement par arrêté du 22 mars 1889 ; Cinq tombeaux en pierre sculptée des 11e et 12e siècles : classement par journal officiel du 18 avril 1914";;;;;;Dôme (rue du) 17;Anciennement région de : Alsace;PA00085102;mediatheque.patrimoine@culture.gouv.fr;7.75063388781141;48.5831352813669;48.5831352813669,7.75063388781141
"Ernolsheim-sur-Bruche;Kolbsheim";67;2022-03-28;"67128;67247";Grand Est;Bas-Rhin;"Ernolsheim-sur-Bruche;Kolbsheim";Domaine du château de Kolbsheim (également sur commune de Ernolsheim-sur-Bruche);;"1er quart 18e siècle;2e quart 19e siècle";2006/05/29 : inscrit MH;Maison (cad. A 479) : inscription par arrêté du 8 mai 1934;Falkenhayn (maître de l'oeuvre);;;Dans le prolongement des terrasses du château avec leur jardin à la française, le financier Jean-Georges Humann agrandit la superficie des jardins d'abord sur le terrain en pente puis par l'achat successif de parcelles. Cette extension comporte des allées curvilignes de part et d'autre du canal du moulin qui prend une fonction décorative avec l'aménagement d'un pont et d'une pièce d'eau bordée d'une fabrique.;;Division-Leclerc (rue de la) 21;Oeuvre sur plusieurs communes. Anciennement région de : Alsace;PA00084762;mediatheque.patrimoine@culture.gouv.fr;7.58269543910523;48.5593169950277;48.5593169950277,7.58269543910523
Lorentzen;67;2022-02-21;67274;Grand Est;Bas-Rhin;Lorentzen;Eglise catholique Saint-Laurent;10 rue Principale;3e quart 18e siècle;1985/11/15 : inscrit MH;Eglise de Soilly : classement par arrêté du 10 janvier 1920;"Dodel Karl-Abraham (maître de l'oeuvre);;Stengel Friedrich-Joachim (architecte)";;;;;Principale (rue) 10;Anciennement région de : Alsace;PA00084779;mediatheque.patrimoine@culture.gouv.fr;7.17697398669377;48.9519911190314;48.9519911190314,7.17697398669377
Strasbourg;67;2022-02-21;67482;Grand Est;Bas-Rhin;Strasbourg;Gare ferroviaire centrale;place de la Gare;2e moitié 19e siècle;1984/12/28 : inscrit MH;"En totalité le château divisé en trois parties : le corps central abritant actuellement la mairie (cad. A 1468) ; l'aile orientale, consacrée à l'école communale (cad. A 1487) : inscription par arrêté du 23 septembre 2008";Jacobsthal (architecte);;;;;Gare (place de la);Anciennement région de : Alsace;PA00085036;mediatheque.patrimoine@culture.gouv.fr;7.73416060432462;48.5851765886664;48.5851765886664,7.73416060432462
Strasbourg;67;2022-03-28;67482;Grand Est;Bas-Rhin;Strasbourg;Musée alsacien;23 quai Saint-Nicolas;"17e siècle;18e siècle";1929/06/25 : inscrit MH;Halle (ancienne) : classement par arrêté du 28 novembre 1923;;;;;;Saint-Nicolas (quai) 23;Anciennement région de : Alsace;PA00085182;mediatheque.patrimoine@culture.gouv.fr;;;
Strasbourg;67;2022-03-28;67482;Grand Est;Bas-Rhin;Strasbourg;Maison;8 rue des Hallebardes;2e moitié 18e siècle;1929/06/25 : inscrit MH;"Clocher (cad. B 528) : classement par arrêté du 29 février 1972 ; Eglise, à l'exclusion du clocher classé (cad. B 528) : inscription par arrêté du 29 février 1972";;;;Cette maison a subi des dommages de guerre.;;Hallebardes (rue des) 8;Anciennement région de : Alsace;PA00085129;mediatheque.patrimoine@culture.gouv.fr;7.74911914407605;48.5818720375399;48.5818720375399,7.74911914407605
Strasbourg;67;2022-03-28;67482;Grand Est;Bas-Rhin;Strasbourg;Ancien Hôtel des Zorn de Bulach;120 Grande-Rue;"16e siècle;18e siècle";1929/06/25 : inscrit MH;Tour du Puy d'Yssandon (ruines) (cad. AB 91) : classement par arrêté du 18 juin 1963;;;;;;Grande-Rue ( ) 120;Anciennement région de : Alsace;PA00085069;mediatheque.patrimoine@culture.gouv.fr;7.74466651185065;48.5812693828021;48.5812693828021,7.74466651185065
Seltz;67;2020-11-17;67463;Grand Est;Bas-Rhin;Seltz;Eglise catholique;rue Principale;16e siècle;1898/12/06 : classé MH;Tour de l'Esquirette (restes) : inscription par arrêté du 11 février 1929;;;;;;Principale (rue);Anciennement région de : Alsace;PA00085006;mediatheque.patrimoine@culture.gouv.fr;;;
Obernai;67;2021-02-02;67348;Grand Est;Bas-Rhin;Obernai;Ancienne synagogue;43 rue du Général-Gouraud;1ère moitié 18e siècle;1984/12/05 : inscrit MH;Clocher : inscription par arrêté du 6 janvier 1930;;;;;;Général-Gouraud (rue du) 43;Anciennement région de : Alsace;PA00084868;mediatheque.patrimoine@culture.gouv.fr;7.48410635471541;48.4620233694743;48.4620233694743,7.48410635471541
Orschwiller;67;2021-02-02;67362;Grand Est;Bas-Rhin;Orschwiller;Château de l'Oedenbourg ou Petit-Koenigsbourg;;"milieu 13e siècle;14e siècle;15e siècle";1993/02/11 : classé MH;Chapelle Sainte-Marguerite (cad. 23 86) : inscription par arrêté du 18 décembre 1968;Ebhardt Bodo (maître de l'oeuvre);;;Consolidé au début du 20e siècle par Bodo Ebhardt lors de la restitution du Haut-Koenigsbourg. La propriété du château (anciennement propriété de l'Etat, ministère de la culture) a été transférée au département le 1er janvier 2007.;;;Anciennement région de : Alsace;PA00085296;mediatheque.patrimoine@culture.gouv.fr;7.3391421766329;48.2492273500341;48.2492273500341,7.3391421766329
Rosheim;67;2022-03-28;67411;Grand Est;Bas-Rhin;Rosheim;Maison;"31, anciennement 113, rue du Général-de-Gaulle ; anciennement Principale (rue) 64";4e quart 16e siècle;1930/04/05 : inscrit MH;Façade (cad. 1397p) : classement par arrêté du 24 novembre 1921;;;;;;"Général-de-Gaulle (rue du) 31, anciennement 113 ; Principale (ancienne rue) 64";Anciennement région de : Alsace;PA00084912;mediatheque.patrimoine@culture.gouv.fr;7.46473218369971;48.4955335263261;48.4955335263261,7.46473218369971
Odratzheim;67;2022-03-28;67354;Grand Est;Bas-Rhin;Odratzheim;Château;10 rue du Château;;1940/03/28 : inscrit MH;"Façades et toitures (cad. AB 324) : inscription par arrêté du 15 octobre 1982 ; Escalier intérieur avec sa rampe à balustres (cad. AB 324) : classement par arrêté du 15 octobre 1982";;;;Destruction partielle par incendie en 1940.;;Château (rue du) 10;Anciennement région de : Alsace;PA00084872;mediatheque.patrimoine@culture.gouv.fr;7.49045820796262;48.6011813026127;48.6011813026127,7.49045820796262
Pfaffenhoffen;67;2022-02-21;67372;Grand Est;Bas-Rhin;Pfaffenhoffen;Synagogue;rue du Temple;4e quart 18e siècle;1992/05/26 : classé MH;La façade et la toiture (cad. P 4) : inscription par arrêté du 17 avril 1952;;;;Cette synagogue est la plus ancienne du Bas-Rhin.;;Temple (rue du);Anciennement région de : Alsace;PA00084894;mediatheque.patrimoine@culture.gouv.fr;7.61181274501538;48.8446698732107;48.8446698732107,7.61181274501538
Scherwiller;67;2022-02-21;67445;Grand Est;Bas-Rhin;Scherwiller;Ancienne synagogue;rue du Girssen;"4e quart 18e siècle;3e quart 19e siècle";1985/11/15 : inscrit MH;Façades et toitures (extérieures et sur cour) et les douves : inscription par arrêté du 11 janvier 1951;;;;;;Giessen (rue du) 6-8;Anciennement région de : Alsace;PA00084974;mediatheque.patrimoine@culture.gouv.fr;;;
Mittelbergheim;67;2022-03-28;67295;Grand Est;Bas-Rhin;Mittelbergheim;Maison;7 rue Principale;16e siècle;1931/04/29 : inscrit MH;Le rempart et l'habitat du premier Age du Fer de l'éperon barré de Niord (cad. A 582 à 584, 587 à 589) : inscription par arrêté du 20 avril 2006;;;;;;Principale (rue) 7;Anciennement région de : Alsace;PA00084790;mediatheque.patrimoine@culture.gouv.fr;7.44230897645802;48.3961523085519;48.3961523085519,7.44230897645802
Ottrott;67;2021-02-02;67368;Grand Est;Bas-Rhin;Ottrott;Mur païen;";";Protohistoire;1840 : classé MH;Eglise, y compris la terrasse Sud et son mur de soutènement (cad. AI 148) : inscription par arrêté du 8 avril 1993;;;;Datation imprécise : de l'époque celtique au Moyen Age.;;;Anciennement région de : Alsace;PA00084885;mediatheque.patrimoine@culture.gouv.fr;7.40390592055121;48.4363665550587;48.4363665550587,7.40390592055121
Haguenau;67;2022-07-20;67180;Grand Est;Bas-Rhin;Haguenau;Maison des Anneaux;5 rue des Anneaux;1er quart 20e siècle;2005/09/28 : inscrit MH;Motte castrale (ancienne) (cad. AA 3, 4) : inscription par arrêté du 3 décembre 1990;Behrens Peter (céramiste);;;Maison du début du 20e siècle s'ouvrant par une entrée pourvue d'un décor de style Art Nouveau, constitué d'un revêtement mural en céramique, d'un sol couvert de carrelages créés par Peter Behrens et de vitraux à motifs animaliers et végétaux.;;Anneaux (rue des) 5;Anciennement région de : Alsace;PA67000065;mediatheque.patrimoine@culture.gouv.fr;7.78821550208768;48.8132312532749;48.8132312532749,7.78821550208768
Zoebersdorf;67;2022-07-20;67560;Grand Est;Bas-Rhin;Zoebersdorf;Ferme Wendling ou Bergschweier;26 rue de la Montée;"2e moitié 16e siècle;18e siècle;19e siècle";1999/12/06 : inscrit MH;Chapelle Lejeune : inscription par arrêté du 23 février 1951;;;;La ferme Wendling est un agrégat de bâtiments traditionnels, ordonnés autour d'une cour. Le plus ancien, la maison d'habitation, nous fournit sa date de construction : 1566, et le nom du commanditaire : Hermans Wendling. L'intérieur de la maison a été remanié en 1755. D'importants travaux agrandissent la propriété au siècle suivant, après que la maison a été vendue à Georges Schweyer en 1841 (Stube et grange). Les étables ont été bâties en 1844. La ferme Wendling représente un ensemble rural cohérent, complet et en excellent état de conservation.;;Montée (rue de la) 26;Anciennement région de : Alsace;PA67000034;mediatheque.patrimoine@culture.gouv.fr;7.52324109119933;48.7936186904867;48.7936186904867,7.52324109119933
Molsheim;67;2022-07-20;67300;Grand Est;Bas-Rhin;Molsheim;Maison;20, anciennement 8 rue Jenner;17e siècle;1929/06/18 : inscrit MH;La façade : inscription par arrêté du 11 décembre 1925;;;;;;Jenner (rue) 20, anciennement 9;Anciennement région de : Alsace;PA00084802;mediatheque.patrimoine@culture.gouv.fr;7.49054746207267;48.5423687679573;48.5423687679573,7.49054746207267
Goxwiller;67;2022-07-20;67164;Grand Est;Bas-Rhin;Goxwiller;Immeuble (pressoir);142 rue Principale;3e quart 17e siècle;1991/09/10 : inscrit MH;Les façades : inscription par arrêté du 11 décembre 1925;;;;Considéré comme un des plus anciens de son espèce en Alsace, le pressoir à cabestan de Goxwiller porte l'inscription 1669 L.H. La balonge, cuve rectangulaire en bois, présente un fond (la maie) pour la réception du raisin et une vis en noyer permet d'obtenir le jus de raisin. Les parties mécaniques sont abritées par une modeste construction en torchis couverte en tuiles.;;Principale (rue) 142;Anciennement région de : Alsace;PA00085293;mediatheque.patrimoine@culture.gouv.fr;7.48615660862046;48.4331036711302;48.4331036711302,7.48615660862046
Brumath;67;2022-07-20;67067;Grand Est;Bas-Rhin;Brumath;Nécropoles protohistoriques et gallo-romaines;;"Protohistoire;Gallo-romain";2015/10/09 : inscrit MH;Tour dite Obertorturm : inscription par arrêté du 3 juin 1932;;;;;;;Anciennement région de : Alsace;PA67000096;mediatheque.patrimoine@culture.gouv.fr;7.69342485191498;48.7008116123487;48.7008116123487,7.69342485191498
Hipsheim;67;2022-07-20;67200;Grand Est;Bas-Rhin;Hipsheim;Chapelle Saint-Ludan;;"4e quart 15e siècle;1er quart 18e siècle";1968/12/13 : inscrit MH;Arcade : inscription par arrêté du 27 juin 1928;Sinsheim Conrad-Sifer de (sculpteur);;;;;;Anciennement région de : Alsace;PA00084746;mediatheque.patrimoine@culture.gouv.fr;7.6657328982247;48.4679353164737;48.4679353164737,7.6657328982247
Strasbourg;67;2022-07-20;67482;Grand Est;Bas-Rhin;Strasbourg;Maison;20 rue d'Austerlitz;16e siècle;;Ensemble formé par la tour des prisons, le porche Notre-Dame, l'ancienne viguerie, en totalité, et les façades et les toitures de l'ancienne halle aux poissons (cad. AY 86, 240, 241) : inscription par arrêté du 17 août 1998;;;;Destruction de l'immeuble lors des bombardements du 11 septembre 1944. Reconstruction d'un immeuble moderne ne conservant aucune élément de la construction d'origine.;;Austerlitz (rue d') 20;Anciennement région de : Alsace;PA00085077;mediatheque.patrimoine@culture.gouv.fr;;;
Struth;67;2022-07-20;67483;Grand Est;Bas-Rhin;Struth;Banc-reposoir napoléonien;C.D. 78;19e siècle;1988/05/09 : inscrit MH;"Les façades et les toitures de l'hôpital d'origine, à l'exclusion des extensions postérieures, le hall d'entrée, les deux couloirs de circulation avec les patios intérieurs, la salle d'opération du premier étage (maternité) ; la mosaïque de Fernand Léger ; les façades et les toitures du pavillon d'entrée (cad. CD 3) : classement par arrêté du 24 septembre 2008";;;;Ce banc a été commandité par le Préfet.;;C.D. 78;Anciennement région de : Alsace;PA00085197;mediatheque.patrimoine@culture.gouv.fr;7.2517854728362;48.8980481990986;48.8980481990986,7.2517854728362
Dachstein;67;2022-07-20;67080;Grand Est;Bas-Rhin;Dachstein;Anciens remparts (tour de fortifications);;1ère moitié 16e siècle;1929/06/18 : inscrit MH;En totalité, les parties bâties et non bâties de la villa, avec les terrasses qui l'entourent, la piscine et les jardins, la maison de concierge, le parc et le domaine (cad. AW 6, 7p, cf plan annexé à l'arrêté) : inscription par arrêté du 19 septembre 2013;;;;;;;Anciennement région de : Alsace;PA00084669;mediatheque.patrimoine@culture.gouv.fr;7.53078153091935;48.5621241972038;48.5621241972038,7.53078153091935
Altorf;67;2022-07-20;67008;Grand Est;Bas-Rhin;Altorf;Grange dîmière;10 Cour de la Dîme;;1993/08/19 : inscrit MH partiellement;Ossuaire : inscription par arrêté du 28 juillet 1937;;;;;;Dîme (Cour de la ) 10;Anciennement région de : Alsace;PA00125214;mediatheque.patrimoine@culture.gouv.fr;7.52980828955787;48.5237339235347;48.5237339235347,7.52980828955787
Scherwiller;67;2022-07-20;67445;Grand Est;Bas-Rhin;Scherwiller;Pont numéro 4;;18e siècle;1993/11/18 : inscrit MH;Façade : inscription par arrêté du 2 décembre 1926;;;;;;;Anciennement région de : Alsace;PA00125225;mediatheque.patrimoine@culture.gouv.fr;974300.0;1378200.0;
Mussig;67;2022-07-20;67310;Grand Est;Bas-Rhin;Mussig;Nécropole de tumulus protohistorique;;Age du fer;1989/03/03 : classé MH;Eglise de Heux (cad. A 401) : inscription par arrêté du 29 décembre 1977;;;;Nécropole du 1er âge du fer comprenant 55 tertres répartis en deux groupes. L'un des cinq tumulus fouillés à ce jour a livré une palissade circulaire formée de pieux de chêne, l'un des seuls exemples conservés de ce type de structure au niveau européen.;;;Anciennement région de : Alsace;PA00084811;mediatheque.patrimoine@culture.gouv.fr;7.50143477295266;48.2307219405639;48.2307219405639,7.50143477295266
Westhoffen;67;2022-07-20;67525;Grand Est;Bas-Rhin;Westhoffen;Synagogue;place de la Synagogue;3e quart 19e siècle;1990/10/30 : inscrit MH;Le cimetière (cad. AC 197) : classement par arrêté du 5 janvier 1993;;;;;;Synagogue (place de la);Anciennement région de : Alsace;PA00085286;mediatheque.patrimoine@culture.gouv.fr;7.4430668445497;48.6049498941916;48.6049498941916,7.4430668445497
Neuwiller-lès-Saverne;67;2022-07-20;67322;Grand Est;Bas-Rhin;Neuwiller-lès-Saverne;Maison;105 impasse Leopold;1er quart 17e siècle;1934/04/21 : inscrit MH;L'ancien couvent en totalité, sur l'assiette historique du terrain de l'enclos monastique : bâtiments conventuels, chapelle, aire du cloître, arcades et galeries, portails et bâtiments sur la rue de l'Hôpital (cad. 01 231, 232) : inscription par arrêté du 6 février 2009;;;;;;Leopold (impasse) 105;Anciennement région de : Alsace;PA00084827;mediatheque.patrimoine@culture.gouv.fr;7.40318174631605;48.8244633253795;48.8244633253795,7.40318174631605
Wissembourg;67;2022-07-20;67544;Grand Est;Bas-Rhin;Wissembourg;Maison;27, anciennement 163 rue Neuve;1er quart 17e siècle;1935/04/25 : inscrit MH;La chapelle Sainte–Barbe en totalité, son placître, son calvaire et sa fontaine. L’ensemble est situé au lieu-dit Poulverne, figurant au cadastre section YT parcelle n°37 :  inscription par arrêté du 12 décembre 2018.;;;;;;Neuve (rue) 27, anciennement 163;Anciennement région de : Alsace;PA00085260;mediatheque.patrimoine@culture.gouv.fr;7.94504502283198;49.0387112775278;49.0387112775278,7.94504502283198
Dorlisheim;67;2022-07-20;67101;Grand Est;Bas-Rhin;Dorlisheim;Maison;3 rue de la Paix;2e moitié 18e siècle;1995/04/21 : inscrit MH partiellement;Croix de cimetière en pierre : classement par arrêté du 27 décembre 1913;;;"Maison à comble brisé ; ossature en pan de bois.";Cette maison a servi de pensionnat vers 1900.;;Paix (rue de la) 3;Anciennement région de : Alsace;PA00135142;mediatheque.patrimoine@culture.gouv.fr;7.48328389790262;48.5253557093833;48.5253557093833,7.48328389790262
Ettendorf;67;2022-07-20;67135;Grand Est;Bas-Rhin;Ettendorf;Cimetière juif;;16e siècle;1995/09/12 : inscrit MH;Vieux pont (cad. non cadastré, domaine public) : inscription par arrêté du 10 février 1997;;;;Autorisation d'ouverture du cimetière pour les juifs en 1550. Inhumations pratiquées de manière ininterrompue du 16e siècle à nos jours.;;;Anciennement région de : Alsace;PA00135143;mediatheque.patrimoine@culture.gouv.fr;;;
Strasbourg;67;2022-07-20;67482;Grand Est;Bas-Rhin;Strasbourg;Fortifications allemandes, front nord et nord-ouest;;4e quart 19e siècle;2009/04/02 : inscrit MH;Arcade : inscription par arrêté du 27 juin 1928;;;;"Le front fortifié nord et nord-ouest est dressé entre 1875 et 1878 par l'empire allemand. Cette fortification caractérise l'abandon du système ""néo-prussien"" au profit du système polygonal simplifié, en liaison avec la ceinture de forts éloignée. Chaque bastion à cavalier se compose, de l'extérieur vers l'intérieur : d'un fossé en eau ; d'une levée de terre formant talus, avec caponnière cuirassée dans la partie basse, courtine et crête d'artillerie ; de caserne, atelier d'artillerie, magasin à poudre du côté de la gorge ; de bâtiments annexes (magasins à matériel d'artillerie) limitant la place d'armes des casernes.";;;Anciennement région de : Alsace;PA67000083;mediatheque.patrimoine@culture.gouv.fr;7.74926889181339;48.5937357673952;48.5937357673952,7.74926889181339
Geispolsheim;67;2022-07-20;67152;Grand Est;Bas-Rhin;Geispolsheim;Eglise catholique Sainte-Thérèse-de-l'Enfant-Jésus;rue de la Liberté;2e quart 20e siècle;2002/12/23 : inscrit MH;Façades et toitures du manoir proprement dit (à l'exclusion des dépendances) (cad. AB 61) : inscription par arrêté du 4 février 1974;GALL Robert (peintre);;;L'intérieur de l'église comporte un décor peint par Robert Gall en 1947. Une représentation de la Sainte-Trinité orne le choeur. Les deux panneaux de la nef représentant des anges ont été détruits dans les années soixante.;;Liberté (rue de la);Anciennement région de : Alsace;PA67000054;mediatheque.patrimoine@culture.gouv.fr;7.68176101150844;48.5173156807757;48.5173156807757,7.68176101150844
Schiltigheim;67;2022-07-20;67447;Grand Est;Bas-Rhin;Schiltigheim;Brasserie Fischer;;;2018/12/03 : inscrit MH;Façade sur cour : inscription par arrêté du 29 avril 1946;;;;;;Bischwiller (route) 7;Anciennement région de : Alsace;PA67000104;mediatheque.patrimoine@culture.gouv.fr;;;
Marmoutier;67;2022-07-20;67283;Grand Est;Bas-Rhin;Marmoutier;Cimetière;";";"12e siècle;13e siècle;15e siècle;18e siècle";1975/04/07 : inscrit MH;Façade et toiture sur rue : inscription par arrêté du 30 décembre 1977;;;;;;;Anciennement région de : Alsace;PA00084785;mediatheque.patrimoine@culture.gouv.fr;7.3815420661227;48.6879720794672;48.6879720794672,7.3815420661227
Rosheim;67;2022-07-20;67411;Grand Est;Bas-Rhin;Rosheim;Grange aux dîmes;rue de la Dîme;3e quart 16e siècle;2014/01/03 : inscrit MH;Le château en totalité (aile sud et son pavillon) (cad. AH 448) : inscription par arrêté du 26 février 2010;;;;De plan trapézoïdal, la grange na pas subi de lourdes transformations. Le bâtiment est construit en maçonnerie de moellons de grès et de calcaire et couvert dun toit à longs pans en tuiles plates. Il date de 1564, ainsi que lindique le millésime porté sur le support en pierre du pilier central. A lintérieur, lespace se distribue dans un vaisseau unique, entre un rez-de-chaussée éclairé par des baies, et deux niveaux de combles éclairés par des lucarnes.;;Dîme (rue de la);Anciennement région de : Alsace;PA67000092;mediatheque.patrimoine@culture.gouv.fr;7.4706812596096;48.4960813778933;48.4960813778933,7.4706812596096
Haguenau;67;2022-03-28;67180;Grand Est;Bas-Rhin;Haguenau;Maison;104 Grande-Rue;3e quart 16e siècle;1930/04/05 : inscrit MH;Logis-hébergement du Haut-Rocher, avec son aile basse de boulangerie et sa grange sur poteaux (cad. ZP 17) : inscription par arrêté du 30 octobre 1989;;;;Contenait du 17e siècle au 19e siècle une boulangerie.;;Grande-Rue ( ) 104;Anciennement région de : Alsace;PA00084736;mediatheque.patrimoine@culture.gouv.fr;7.7907800032245;48.8146876773717;48.8146876773717,7.7907800032245
Osthouse;67;2022-03-28;67364;Grand Est;Bas-Rhin;Osthouse;Château;2 rue du Château;"15e siècle;16e siècle;18e siècle";1983/03/15 : classé MH;Porte de la Barbacane : inscription par arrêté du 17 février 1926;;;;;;Château (rue du) 2;Anciennement région de : Alsace;PA00084878;mediatheque.patrimoine@culture.gouv.fr;7.63919758764425;48.3995646535751;48.3995646535751,7.63919758764425
Bischheim;67;2021-02-02;67043;Grand Est;Bas-Rhin;Bischheim;Bains rituels;17 rue Nationale;"4e quart 16e siècle;17e siècle;18e siècle";1977/05/17 : classé MH;Le porche et le chapiteau soutenant l'arc triomphal à droite : inscription par arrêté du 6 décembre 1948;Uhlberger Hans-Thomann (tailleur de pierre);;;;;Nationale (rue) 17;Anciennement région de : Alsace;PA00084619;mediatheque.patrimoine@culture.gouv.fr;7.7554295833721;48.6146244535661;48.6146244535661,7.7554295833721
Strasbourg;67;2022-03-28;67482;Grand Est;Bas-Rhin;Strasbourg;Monument du Général Desaix;, anciennement Bourse (place de la) place du Maréchal-de-Lattre-de-Tassigny;;1922/08/11 : classé MH;Eglise Saint-Etienne (cad. D 56) : inscription par arrêté du 11 septembre 1987;;;;;ministère chargé de la défense;Maréchal-de-Lattre-de-Tassigny (place du) , anciennement Bourse (place de la);Anciennement région de : Alsace;PA00085180;mediatheque.patrimoine@culture.gouv.fr;7.75403481438958;48.5754683531287;48.5754683531287,7.75403481438958
Strasbourg;67;2022-03-28;67482;Grand Est;Bas-Rhin;Strasbourg;Maison;20 rue des Bouchers;"3e quart 16e siècle;4e quart 17e siècle";1929/06/25 : inscrit MH;Eglise : classement par arrêté du 23 mars 1904;;;;;;Bouchers (rue des) 20;Anciennement région de : Alsace;PA00085091;mediatheque.patrimoine@culture.gouv.fr;7.75090331091102;48.5784063958514;48.5784063958514,7.75090331091102
Strasbourg;67;2022-03-28;67482;Grand Est;Bas-Rhin;Strasbourg;Maison;126 Grande-Rue;2e moitié 18e siècle;1929/06/25 : inscrit MH;Eglise (cad. A 554) : classement par arrêté du 10 mai 1995;;;;;;Grande-Rue ( ) 126;Anciennement région de : Alsace;PA00085121;mediatheque.patrimoine@culture.gouv.fr;7.74537542634667;48.5810952875078;48.5810952875078,7.74537542634667
Strasbourg;67;2021-02-02;67482;Grand Est;Bas-Rhin;Strasbourg;Eglise protestante Saint-Pierre-le-Vieux;1 Grande-Rue;"13e siècle;14e siècle;16e siècle";1981/12/18 : inscrit MH;"Crypte, vestige de l'église d'Hubert Charpentier ; inscription de Guillemette Faussart avec la pierre tombale d'Hubert Charpentier dans l'oratoire de Forbin Janson : classement par arrêté du 28 avril 1922 ; Bâtiment de 1812 ; partie nord du cimetière (avec l'escalier) du Mont-Valérien : classement par arrêté du 14 juin 1922 ; Bâtiment D du fort : inscription par arrêté du 10 décembre 1976";Dotzinger Jodoque (maître de l'oeuvre);;;;;Grande-Rue ( ) 1;Anciennement région de : Alsace;PA00085031;mediatheque.patrimoine@culture.gouv.fr;7.73958891534009;48.5827695871637;48.5827695871637,7.73958891534009
Neubois;67;2022-03-28;67317;Grand Est;Bas-Rhin;Neubois;Ruines du château du Frankenbourg;;12e siècle;1898/12/06 : classé MH;Cloître Saint-Saturnin dans l'hospice du faubourg de Vienne (cad. DH 180) : classement par arrêté du 12 juillet 1886;;;;;ministère chargé de l'agriculture;;Anciennement région de : Alsace;PA00084819;mediatheque.patrimoine@culture.gouv.fr;7.32497300120393;48.2952975411513;48.2952975411513,7.32497300120393
Oberhaslach;67;2022-03-28;67342;Grand Est;Bas-Rhin;Oberhaslach;Ruines du château du Nideck;;12e siècle;1898/12/06 : classé MH;Les remparts, ainsi que l'escarpe et la contrescarpe, les demi-lunes, les redoutes et les redans et les autres défenses isolées faisant partie de l'enceinte fortifiée : classement par arrêté du 14 mars 1944;;;;;ministère chargé de l'agriculture;;Anciennement région de : Alsace;PA00084843;mediatheque.patrimoine@culture.gouv.fr;7.2828433635395;48.5796342474492;48.5796342474492,7.2828433635395
